,description,indonesian_description,hs_code,id_,parent_id,depth,is_leaf
8953,Of a thickness not exceeding 1.2 mm,"Dengan ketebalan tidak melebihi 1,2 mm",7210.30.11,8954,8953,3,True
8954,Of a thickness exceeding 1.2 mm but not exceeding 1.5 mm,"Dengan ketebalan melebihi 1,2 mm tetapi tidak melebihi 1,5 mm",7210.30.12,8955,8953,3,True
8955,Other,Lain-lain,7210.30.19,8956,8953,3,True
8956,Other,Lain-lain,,8957,8952,2,False
8957,Of a thickness not exceeding 1.2 mm,"Dengan ketebalan tidak melebihi 1,2 mm",7210.30.91,8958,8957,3,True
8958,Other,Lain-lain,7210.30.99,8959,8957,3,True
8959,Otherwise plated or coated with zinc,Disepuh atau dilapisi secara lain dengan seng,,8960,8941,1,False
8960,Corrugated,Bergelombang,7210.41,8961,8960,2,False
8961,Containing by weight less than 0.6 % of carbon,"Mengandung karbon kurang dari 0,6 % menurut beratnya",,8962,8961,3,False
8962,Of a thickness not exceeding 1.2 mm,"Dengan ketebalan tidak melebihi 1,2 mm",7210.41.11,8963,8962,4,True
8963,Of a thickness exceeding 1.2 mm but not exceeding 1.5 mm,"Dengan ketebalan melebihi 1,2 mm tetapi tidak melebihi 1,5 mm",7210.41.12,8964,8962,4,True
8964,Other,Lain-lain,7210.41.19,8965,8962,4,True
8965,Other,Lain-lain,,8966,8961,3,False
8966,Of a thickness not exceeding 1.2 mm,"Dengan ketebalan tidak melebihi 1,2 mm",7210.41.91,8967,8966,4,True
8967,Other,Lain-lain,7210.41.99,8968,8966,4,True
8968,Other,Lain-lain,7210.49,8969,8960,2,False
8969,Containing by weight less than 0.6 % of carbon,"Mengandung karbon kurang dari 0,6 % menurut beratnya",,8970,8969,3,False
8970,"Coated with zinc by the iron-zinc alloyed coating method, containing by weight less than 0.04 % of carbon and of a thickness not exceeding 1.2 mm","Dilapisi dengan seng dengan metode paduan besi-seng, mengandung karbon kurang dari 0,04 % menurut beratnya dan dengan ketebalan tidak melebihi 1,2 mm",7210.49.11,8971,8970,4,True
8971,"Other, of a thickness not exceeding 1.2 mm","Lain-lain, dengan ketebalan tidak melebihi 1,2 mm",7210.49.12,8972,8970,4,True
8972,Of a thickness exceeding 1.2 mm but not exceeding 1.5 mm,"Dengan ketebalan melebihi 1,2 mm tetapi tidak melebihi 1,5 mm",7210.49.13,8973,8970,4,True
8973,Other,Lain-lain,7210.49.19,8974,8970,4,True
8974,Other,Lain-lain,,8975,8969,3,False
8975,Of a thickness not exceeding 1.2 mm,"Dengan ketebalan tidak melebihi 1,2 mm",7210.49.91,8976,8975,4,True
8976,Other,Lain-lain,7210.49.99,8977,8975,4,True
8977,Plated or coated with chromium oxides or with chromium and chromium oxides,Disepuh atau dilapisi dengan kromium oksida atau dengan kromium dan kromium oksida,7210.50.00,8978,8941,1,True
8978,Plated or coated with aluminium,Disepuh atau dilapisi dengan aluminium,,8979,8941,1,False
8979,Plated or coated with aluminium-zinc alloys,Disepuh atau dilapisi dengan paduan aluminium-seng,7210.61,8980,8979,2,False
8980,Containing by weight less than 0.6 % of carbon,"Mengandung karbon kurang dari 0,6 % menurut beratnya",,8981,8980,3,False
8981,Of a thickness not exceeding 1.2 mm,"Dengan ketebalan tidak melebihi 1,2 mm",7210.61.11,8982,8981,4,True
8982,Of a thickness exceeding 1.2 mm but not exceeding 1.5 mm,"Dengan ketebalan melebihi 1,2 mm tetapi tidak melebihi 1,5 mm",7210.61.12,8983,8981,4,True
8983,Other,Lain-lain,7210.61.19,8984,8981,4,True
8984,Other,Lain-lain,,8985,8980,3,False
8985,Of a thickness not exceeding 1.2 mm,"Dengan ketebalan tidak melebihi 1,2 mm",7210.61.91,8986,8985,4,True
8986,"Other, corrugated","Lain-lain, bergelombang",7210.61.92,8987,8985,4,True
8987,Other,Lain-lain,7210.61.99,8988,8985,4,True
8988,Other,Lain-lain,7210.69,8989,8979,2,False
8989,Containing by weight less than 0.6 % of carbon,"Mengandung karbon kurang dari 0,6 % menurut beratnya",,8990,8989,3,False
8990,Of a thickness not exceeding 1.2 mm,"Dengan ketebalan tidak melebihi 1,2 mm",7210.69.11,8991,8990,4,True
8991,Of a thickness exceeding 1.2 mm but not exceeding 1.5 mm,"Dengan ketebalan melebihi 1,2 mm tetapi tidak melebihi 1,5 mm",7210.69.12,8992,8990,4,True
8992,Other,Lain-lain,7210.69.19,8993,8990,4,True
8993,Other,Lain-lain,,8994,8989,3,False
8994,Of a thickness not exceeding 1.2 mm,"Dengan ketebalan tidak melebihi 1,2 mm",7210.69.91,8995,8994,4,True
8995,Other,Lain-lain,7210.69.99,8996,8994,4,True
8996,"Painted, varnished or coated with plastics","Dicat, dipernis atau dilapisi dengan plastik",7210.70,8997,8941,1,False
8997,Containing by weight less than 0.6 % of carbon and of a thickness of 1.5 mm or less,"Mengandung karbon kurang dari 0,6 % menurut beratnya dan dengan ketebalan 1,5 mm atau kurang",,8998,8997,2,False
8998,Painted,Dicat,7210.70.11,8999,8998,3,True
8999,Other,Lain-lain,7210.70.19,9000,8998,3,True
9000,Other,Lain-lain,,9001,8997,2,False
9001,Painted,Dicat,7210.70.91,9002,9001,3,True
9002,Other,Lain-lain,7210.70.99,9003,9001,3,True
9003,Other,Lain-lain,7210.90,9004,8941,1,False
9004,Containing by weight less than 0.6 % of carbon and of a thickness of 1.5 mm or less,"Mengandung karbon kurang dari 0,6 % menurut beratnya dan dengan ketebalan 1,5 mm atau kurang",7210.90.10,9005,9004,2,True
9005,Other,Lain-lain,7210.90.90,9006,9004,2,True
9006,"Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, not clad, plated or coated","Produk canai lantaian dari besi atau baja bukan paduan, dengan lebar kurang dari 600 mm, tidak dipalut, tidak disepuh atau tidak dilapisi",72.11,9007,0,0,False
9007,Not further worked than hot-rolled,Tidak dikerjakan lebih lanjut selain dicanai panas,,9008,9007,1,False
9008,"Rolled on four faces or in a closed box pass, of a width exceeding 150 mm and a thickness of not less than 4 mm, not in coils and without patterns in relief","Dicanai keempat sisinya atau dilewatkan pada kotak tertutup, dengan lebar melebihi 150 mm dan ketebalan tidak kurang dari 4 mm, tidak dalam gulungan dan tanpa pola relief",7211.13,9009,9008,2,False
9009,Containing by weight less than 0.6 % of carbon,"Mengandung karbon kurang dari 0,6 % menurut beratnya",,9010,9009,3,False
9010,Hoop and strip; universal plates,Simpai dan strip; universal plate,7211.13.11,9011,9010,4,True
9011,Corrugated,Bergelombang,7211.13.12,9012,9010,4,True
9012,Other,Lain-lain,7211.13.19,9013,9010,4,True
9013,Other,Lain-lain,,9014,9009,3,False
9014,Hoop and strip; universal plates,Simpai dan strip; universal plate,7211.13.91,9015,9014,4,True
9015,Other,Lain-lain,7211.13.99,9016,9014,4,True
9016,"Other, of a thickness of 4.75 mm or more","Lain-lain, dengan ketebalan 4,75 mm atau lebih",7211.14,9017,9008,2,False
9017,Containing by weight less than 0.6 % of carbon,"Mengandung karbon kurang dari 0,6 % menurut beratnya",,9018,9017,3,False
9018,Hoop and strip; universal plates,Simpai dan strip; universal plate,7211.14.13,9019,9018,4,True
9019,Corrugated,Bergelombang,7211.14.14,9020,9018,4,True
9020,Coils for re-rolling,Gulungan untuk re-rolling,7211.14.15,9021,9018,4,True
9021,Other,Lain-lain,7211.14.19,9022,9018,4,True
9022,Other,Lain-lain,,9023,9017,3,False
9023,Hoop and strip; universal plates,Simpai dan strip; universal plate,7211.14.91,9024,9023,4,True
9024,Corrugated,Bergelombang,7211.14.92,9025,9023,4,True
9025,Coils for re-rolling,Gulungan untuk re-rolling,7211.14.93,9026,9023,4,True
9026,Other,Lain-lain,7211.14.99,9027,9023,4,True
9027,Other,Lain-lain,7211.19,9028,9008,2,False
9028,Containing by weight less than 0.6 % of carbon,"Mengandung karbon kurang dari 0,6 % menurut beratnya",,9029,9028,3,False
9029,Hoop and strip; universal plates,Simpai dan strip; universal plate,7211.19.13,9030,9029,4,True
9030,Corrugated,Bergelombang,7211.19.14,9031,9029,4,True
9031,Coils for re-rolling,Gulungan untuk re-rolling,7211.19.15,9032,9029,4,True
9032,Other,Lain-lain,7211.19.19,9033,9029,4,True
9033,Other,Lain-lain,,9034,9028,3,False
9034,Hoop and strip; universal plates,Simpai dan strip; universal plate,7211.19.91,9035,9034,4,True
9035,Corrugated,Bergelombang,7211.19.92,9036,9034,4,True
9036,Coils for re-rolling,Gulungan untuk re-rolling,7211.19.93,9037,9034,4,True
9037,Other,Lain-lain,7211.19.99,9038,9034,4,True
9038,Not further worked than cold-rolled (cold-reduced),Tidak dikerjakan lebih lanjut selain dicanai dingin (cold-reduced),,9039,9007,1,False
9039,Containing by weight less than 0.25 % of carbon,"Mengandung karbon kurang dari 0,25 % menurut beratnya",7211.23,9040,9039,2,False
9040,Corrugated,Bergelombang,7211.23.10,9041,9040,3,True
9041,"Hoop and strip, of a width not exceeding 400 mm","Simpai dan strip, dengan lebar tidak melebihi 400 mm",7211.23.20,9042,9040,3,True
9042,"Other, of a thickness of 0.17 mm or less","Lain-lain, dengan ketebalan 0,17 mm atau kurang",7211.23.30,9043,9040,3,True
9043,Other,Lain-lain,7211.23.90,9044,9040,3,True
9044,Other,Lain-lain,7211.29,9045,9039,2,False
9045,Corrugated,Bergelombang,7211.29.10,9046,9045,3,True
9046,"Hoop and strip, of a width not exceeding 400 mm","Simpai dan strip, dengan lebar tidak melebihi 400 mm",7211.29.20,9047,9045,3,True
9047,"Other, of a thickness of 0.17 mm or less","Lain-lain, dengan ketebalan 0,17 mm atau kurang",7211.29.30,9048,9045,3,True
9048,Other,Lain-lain,7211.29.90,9049,9045,3,True
9049,Other,Lain-lain,7211.90,9050,9007,1,False
9050,Containing by weight less than 0.6 % of carbon,"Mengandung karbon kurang dari 0,6 % menurut beratnya",,9051,9050,2,False
9051,"Hoop and strip, of a width not exceeding 25 mm","Simpai dan strip, dengan lebar tidak melebihi 25 mm",7211.90.11,9052,9051,3,True
9052,"Hoop and strip, of a width exceeding 400 mm","Simpai dan strip, dengan lebar melebihi 400 mm",7211.90.12,9053,9051,3,True
9053,Corrugated,Bergelombang,7211.90.13,9054,9051,3,True
9054,"Other, of a thickness of 0.17 mm or less","Lain-lain, dengan ketebalan 0,17 mm atau kurang",7211.90.14,9055,9051,3,True
9055,Other,Lain-lain,7211.90.19,9056,9051,3,True
9056,Other,Lain-lain,,9057,9050,2,False
9057,Of a thickness of 0.17 mm or less,"Dengan ketebalan 0,17 mm atau kurang",7211.90.91,9058,9057,3,True
9058,Other,Lain-lain,7211.90.99,9059,9057,3,True
9059,"Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, clad, plated or coated","Produk canai lantaian dari besi atau baja bukan paduan, dengan lebar kurang dari 600 mm, dipalut, disepuh atau dilapisi",72.12,9060,0,0,False
9060,Plated or coated with tin,Disepuh atau dilapisi dengan timah,7212.10,9061,9060,1,False
9061,Containing by weight less than 0.6 % of carbon,"Mengandung karbon kurang dari 0,6 % menurut beratnya",,9062,9061,2,False
9062,"Hoop and strip, of a width not exceeding 25 mm","Simpai dan strip, dengan lebar tidak melebihi 25 mm",7212.10.11,9063,9062,3,True
9063,"Hoop and strip, of a width exceeding 25 mm but not exceeding 400 mm","Simpai dan strip, dengan lebar melebihi 25 mm tetapi tidak melebihi 400 mm",7212.10.13,9064,9062,3,True
9064,Other,Lain-lain,7212.10.19,9065,9062,3,True
9065,Other,Lain-lain,,9066,9061,2,False
9066,"Hoop and strip, of a width not exceeding 25 mm","Simpai dan strip, dengan lebar tidak melebihi 25 mm",7212.10.92,9067,9066,3,True
9067,"Hoop and strip, of a width exceeding 25 mm but not exceeding 400 mm","Simpai dan strip, dengan lebar melebihi 25 mm tetapi tidak melebihi 400 mm",7212.10.93,9068,9066,3,True
9068,Other,Lain-lain,7212.10.99,9069,9066,3,True
9069,Electrolytically plated or coated with zinc,Disepuh atau dilapisi secara elektrolisa dengan seng,7212.20,9070,9060,1,False
9070,"Hoop and strip, of a width not exceeding 400 mm","Simpai dan strip, dengan lebar tidak melebihi 400 mm",7212.20.10,9071,9070,2,True
9071,"Other, containing by weight less than 0.6 % of carbon and of a thickness of 1.5 mm or less","Lain-lain, mengandung karbon kurang dari 0,6 % menurut beratnya dan dengan ketebalan 1,5 mm atau kurang",7212.20.20,9072,9070,2,True
9072,Other,Lain-lain,7212.20.90,9073,9070,2,True
9073,Otherwise plated or coated with zinc,Disepuh atau dilapisi secara lain dengan seng,7212.30,9074,9060,1,False
9074,Containing by weight less than 0.6 % of carbon,"Mengandung karbon kurang dari 0,6 % menurut beratnya",,9075,9074,2,False
9075,"Hoop and strip, of a width not exceeding 25 mm","Simpai dan strip, dengan lebar tidak melebihi 25 mm",7212.30.11,9076,9075,3,True
9076,"Hoop and strip, of a width exceeding 25 mm and not exceeding 400 mm","Simpai dan strip, dengan lebar melebihi 25 mm tetapi tidak melebihi 400 mm",7212.30.12,9077,9075,3,True
9077,"Other, of a thickness of 1.5 mm or less","Lain-lain, dengan ketebalan 1,5 mm atau kurang",7212.30.13,9078,9075,3,True
9078,"Other, coated with zinc by the iron-zinc alloy coating method, containing by weight less than 0.04 % of carbon","Lain-lain, dilapisi dengan seng dengan metode paduan besi-seng, mengandung karbon kurang dari 0,04 % menurut beratnya",7212.30.14,9079,9075,3,True
9079,Other,Lain-lain,7212.30.19,9080,9075,3,True
9080,Other,Lain-lain,7212.30.90,9081,9074,2,True
9081,"Painted, varnished or coated with plastics","Dicat, dipernis atau dilapisi dengan plastik",7212.40,9082,9060,1,False
9082,Containing by weight less than 0.6 % of carbon,"Mengandung karbon kurang dari 0,6 % menurut beratnya",,9083,9082,2,False
9083,"Hoop and strip, of a width not exceeding 400 mm","Simpai dan strip, dengan lebar tidak melebihi 400 mm",7212.40.11,9084,9083,3,True
9084,Other hoop and strip,Simpai dan strip lainnya,7212.40.12,9085,9083,3,True
9085,Other,Lain-lain,7212.40.19,9086,9083,3,True
9086,Other,Lain-lain,,9087,9082,2,False
9087,"Hoop and strip, of a width not exceeding 400 mm","Simpai dan strip, dengan lebar tidak melebihi 400 mm",7212.40.91,9088,9087,3,True
9088,Other hoop and strip; universal plates,Simpai dan strip lainnya; universal plate,7212.40.92,9089,9087,3,True
9089,Other,Lain-lain,7212.40.99,9090,9087,3,True
9090,Otherwise plated or coated,Disepuh atau dilapisi secara lain,7212.50,9091,9060,1,False
9091,Plated or coated with chromium oxides or with chromium and chromium oxides,Disepuh atau dilapisi dengan kromium oksida atau dengan kromium dan kromium oksida,,9092,9091,2,False
9092,"Hoop and strip, of a width not exceeding 25 mm","Simpai dan strip, dengan lebar tidak melebihi 25 mm",7212.50.13,9093,9092,3,True
9093,Other hoop and strip; universal plates,Simpai dan strip lainnya; universal plate,7212.50.14,9094,9092,3,True
9094,Other,Lain-lain,7212.50.19,9095,9092,3,True
9095,Plated or coated with aluminium-zinc alloys,Disepuh atau dilapisi dengan paduan aluminium-seng,,9096,9091,2,False
9096,"Hoop and strip, of a width not exceeding 25 mm","Simpai dan strip, dengan lebar tidak melebihi 25 mm",7212.50.23,9097,9096,3,True
9097,Other hoop and strip; universal plates,Simpai dan strip lainnya; universal plate,7212.50.24,9098,9096,3,True
9098,Other,Lain-lain,7212.50.29,9099,9096,3,True
9099,Other,Lain-lain,,9100,9091,2,False
9100,"Hoop and strip, of a width not exceeding 25 mm","Simpai dan strip, dengan lebar tidak melebihi 25 mm",7212.50.93,9101,9100,3,True
9101,Other hoop and strip; universal plates,Simpai dan strip lainnya; universal plate,7212.50.94,9102,9100,3,True
9102,Other,Lain-lain,7212.50.99,9103,9100,3,True
9103,Clad,Dipalut,7212.60,9104,9060,1,False
9104,Containing by weight less than 0.6 % of carbon,"Mengandung karbon kurang dari 0,6 % menurut beratnya",,9105,9104,2,False
9105,Hoop and strip,Simpai dan strip,7212.60.11,9106,9105,3,True
9106,"Other, of a thickness of 1.5 mm or less","Lain-lain, dengan ketebalan 1,5 mm atau kurang",7212.60.12,9107,9105,3,True
9107,Other,Lain-lain,7212.60.19,9108,9105,3,True
9108,Other,Lain-lain,,9109,9104,2,False
9109,Hoop and strip,Simpai dan strip,7212.60.91,9110,9109,3,True
9110,Other,Lain-lain,7212.60.99,9111,9109,3,True
9111,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel","Batang dan batang kecil, dicanai panas, dalam gulungan yang putarannya tidak beraturan, dari besi atau baja bukan paduan",72.13,9112,0,0,False
9112,"Containing indentations, ribs, grooves or other deformations produced during the rolling process","Mengandung lekukan, rusuk, alur atau deformasi lainnya yang dihasilkan selama proses pencanaian",7213.10,9113,9112,1,False
9113,Of circular cross-section measuring not exceeding 50 mm in diameter,Dengan ukuran diameter penampang silang lingkarannya tidak melebihi 50 mm,7213.10.10,9114,9113,2,True
9114,Other,Lain-lain,7213.10.90,9115,9113,2,True
9115,"Other, of free-cutting steel","Lain-lain, dari baja free-cutting",7213.20.00,9116,9112,1,True
9116,Other,Lain-lain,,9117,9112,1,False
9117,Of circular cross-section measuring less than 14 mm in diameter,Dengan ukuran diameter penampang silang lingkarannya kurang dari 14 mm,7213.91,9118,9117,2,False
9118,Of a kind used for producing soldering sticks,Dari jenis yang digunakan dalam pembuatan soldering stick,7213.91.10,9119,9118,3,True
9119,Of a kind used for concrete reinforcement (rebars),Dari jenis yang digunakan untuk penguatan beton (rebar),7213.91.20,9120,9118,3,True
9120,Other,Lain-lain,7213.91.90,9121,9118,3,True
9121,Other,Lain-lain,7213.99,9122,9117,2,False
9122,Of a kind used for producing soldering sticks,Dari jenis yang digunakan dalam pembuatan soldering stick,7213.99.10,9123,9122,3,True
9123,Of a kind used for concrete reinforcement (rebars),Dari jenis yang digunakan untuk penguatan beton (rebar),7213.99.20,9124,9122,3,True
9124,Other,Lain-lain,7213.99.90,9125,9122,3,True
9125,"Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extructed, but including those twisted after rolling","Batang dan batang kecil lainnya dari besi atau baja bukan paduan, tidak dikerjakan lebih lanjut selain ditempa, dicanai panas, ditarik panas atau diekstrusi panas, termasuk yang dipuntir setelah dicanai",72.14,9126,0,0,False
9126,Forged,Ditempa,7214.10,9127,9126,1,False
9127,Containing by weight less than 0.6 % of carbon,"Mengandung karbon kurang dari 0,6 % menurut beratnya",,9128,9127,2,False
